,,,source,author,title,description,url,urlToImage,publishedAt,content,category,country
,,,"{'id': None, 'name': 'YouTube'}",,REVIEWING OUR PREMIER LEAGUE PREDICTIONS! - 90min Football,"On today's show, we look back at our pre-season Premier League predictions as the season comes to a close. How did we do? Find out on today's show! We'll als...",https://www.youtube.com/watch?v=3KsAIR9Ot58,https://i.ytimg.com/vi/3KsAIR9Ot58/maxresdefault.jpg,2023-05-30T10:08:02Z,,sports,in
,,,"{'id': None, 'name': 'India Today'}",Srimoyee Chowdhury,"From dahi shakkar and biryani to condoms, Swiggy shares list of things people ordered during CSK-GT IPL final - India Today","Food delivery app Swiggy took to Twitter and shared regular updates during and after the match about the things people ordered. From ordering dahi shakkar for good luck, to gorging on some tasty biryani, people made the Swiggy team work long hours, it seems.",https://www.indiatoday.in/trending-news/story/from-dahi-shakkar-and-biryani-to-condoms-swiggy-shares-list-of-things-people-ordered-during-csk-gt-ipl-final-2386427-2023-05-30,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/csk_1-sixteen_nine.jpg?VersionId=YXTGJsj0RkI1nS8N0V0LrR7wJ3TQW1ep,2023-05-30T09:23:31Z,"By Srimoyee Chowdhury: If you are a CSK fan, you probably had a rollercoaster of emotions last night. The power-packed IPL final match between Chennai Super Kings (CSK) and Gujarat Titans (GT) was inâ€¦ [+1561 chars]",sports,in
,,,"{'id': None, 'name': 'Crictoday.com'}",CT Contributor,Naveen-ul-Haq again targets Virat Kohli - Crictoday.com (Cricket News) ,"He didn't take a name, but his words were for the RCB star player and the two franchises who trolled him after Lucknow Super Giants exit.",http://crictoday.com/cricket/news/naveen-ul-haq-again-targets-virat-kohli/,https://crictoday.com/wp-content/uploads/2023/05/virat-naveen.jpg,2023-05-30T09:16:09Z,"Naveen-ul-Haq has again hit back at Virat Kohli, Mumbai Indians players, and Rajasthan Royals.
He didnâ€™t take a name, but his words were for the RCB star player and the two franchises who trolled hiâ€¦ [+625 chars]",sports,in
,,,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,Who Won IPL Final 2023? Ambaniâ€™s Reliance-Linked JioCinema Wins Big on Streaming - Bloomberg,,https://www.bloomberg.com/news/articles/2023-05-30/who-won-ipl-final-2023-ambani-s-reliance-linked-jiocinema-wins-big-on-streaming,,2023-05-30T06:09:00Z,"To continue, please click the box below to let us know you're not a robot.",sports,in
,,,"{'id': None, 'name': 'NDTV News'}",Agence France-Presse,Mourinho Targets 6th European Title As Sevilla Seek To Stay Perfect - NDTV Sports,"If Roma lift the trophy in Hungary, Mourinho will pull clear of Giovanni Trapattoni, who also won five major European trophies in his coaching career.",https://sports.ndtv.com/football/mourinho-targets-6th-european-title-as-sevilla-seek-to-stay-perfect-4077917,"https://c.ndtvimg.com/2023-05/rc66a9j_jose-mourinho-roma-afp_625x300_30_May_23.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=675",2023-05-30T04:53:07Z,Roma manager Jose Mourinho has never lost a European final while Sevilla are six from six in Europa League finals. Something has to give in Budapest on Wednesday. Portugal's Mourinho has five major câ€¦ [+3248 chars],sports,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Virat Kohli taunts Anushka Sharma as she sledges him for not scoring: â€˜Iâ€™ve played more matches thanâ€¦â€™ - The Indian Express,,https://indianexpress.com/article/entertainment/bollywood/anushka-sharma-sledges-virat-kphli-says-aaj-toh-run-bana-le-cricketer-gives-hilarious-comeback-watch-8635998/,,2023-05-30T04:43:23Z,,sports,in
,,,"{'id': None, 'name': 'Cricketaddictor.com'}",More by Vicky Singh,"SSP vs IST Dream11 Prediction Today Match, FanCode ECS Bulgaria T10, Match 42 - Cricket Addictor","SSP vs IST Dream11 Prediction Today Match, Dream11 Team Today, Fantasy Cricket Tips, Playing XI, Pitch Report, Injury Update- FanCode ECS Bulgaria T10, Match 42",https://cricketaddictor.com/fantasy-cricket/ssp-vs-ist-dream11-prediction-today-match-fancode-ecs-bulgaria-t10-match-42/,https://i0.wp.com/cricketaddictor.com/wp-content/uploads/2022/08/Al-Amerat-Cricket-Ground.jpg,2023-05-30T04:28:00Z,"SSP vs IST Dream11 Prediction, Fantasy Cricket Tips, Dream11 Team, Playing XI, Pitch Report, Injury Update of FanCodeÂ ECSÂ BulgariaÂ T10 match between BS CC â€“ Sofia Spartans and Istanbul KSK.Â 
SSP vs â€¦ [+5544 chars]",sports,in
,,,"{'id': None, 'name': 'ESPN India'}",Nick Friedell,"Heat stomp Celtics in Game 7, carry dream run into NBA Finals - ESPN - ESPN India","The Heat continued their dream run on Monday, routing the Celtics in Game 7 to become just the second No. 8 seed to make the NBA Finals.",https://www.espn.in/nba/story/_/id/37757464/heat-stomp-celtics-game-7-carry-dream-run-nba-finals,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2023%2F0530%2Fr1180048_1024x576_16%2D9.jpg,2023-05-30T03:00:00Z,"BOSTON -- Jimmy Butler called his shot.
A year to the day after Butler vowed to get the Miami Heat over the hump following a hard-fought Game 7 loss to the Boston Celtics in the 2022 Eastern Confereâ€¦ [+7749 chars]",sports,in
,,,"{'id': None, 'name': 'YouTube'}",,"Fans Speak Out: Who is God of Cricket, Dhoni, Kohli, Tendulkar, Yuvraj?| What's on India's Mind - Times Of India","In this exciting vox pop video, we hit the streets and cricket stadiums to ask passionate cricket fans one burning question: Who is the ultimate god of crick...",https://www.youtube.com/watch?v=pfPMYTMTPwQ,https://i.ytimg.com/vi/pfPMYTMTPwQ/maxresdefault.jpg,2023-05-30T02:30:17Z,,sports,in
,,,"{'id': None, 'name': 'The Sportsrush'}",Sabyasachi Biswas,Red Bull Faced Huge Facepalm Moment As Lewis Hamilton Steals Away Their Special Guest in Monaco GP - The Sportsrush,Red Bull suffered an unlikely embarrassment with Neymar Jr and Tom Holland and Lewis Hamilton playing the ultimate fame game in Monaco.,https://thesportsrush.com/f1-news-red-bull-faced-huge-facepalm-moment-as-lewis-hamilton-steals-away-their-special-guest-in-monaco-gp/,https://cdn-wp.thesportsrush.com/2023/05/f86792ae-untitled-design-2023-05-30t013709.464.jpg,2023-05-29T22:32:14Z,Red Bull Racing has recently been subjected to enormous trolling on the internet after they reportedly brought in Lewis Hamilton fans in Monaco. As the defending champions brought Neymar Jr. and Tom â€¦ [+2408 chars],sports,in
,,,"{'id': None, 'name': 'YouTube'}",,Alex Hales Scores Unbeaten 65 | Durham v Notts Outlaws - Highlights | Vitality Blast 2023 - England & Wales Cricket Board,Follow the 2023 Vitality Blast at: https://www.ecb.co.uk/t20-blastWatch match highlights of Durham vs Notts Outlaws in the Vitality Blast 2023,https://www.youtube.com/watch?v=0sZ0rUWqeiA,https://i.ytimg.com/vi/0sZ0rUWqeiA/maxresdefault.jpg,2023-05-29T21:11:24Z,,sports,in
,,,"{'id': None, 'name': 'YouTube'}",,"Watch Magnus, Anish, Hikaru, Fabiano, Gukesh & more Fight for Top Seed via Blitz | Norway Chess 2023 - Chess.com","The 2023 Norway Chess is an elite over-the-board tournament contested by top grandmasters Magnus Carlsen, Alireza Firouzja, Anish Giri, Wesley So, Hikaru Nak...",https://www.youtube.com/watch?v=O_ITE4RWZQ8,https://i.ytimg.com/vi/O_ITE4RWZQ8/maxresdefault.jpg,2023-05-29T20:23:32Z,,sports,in
,,,"{'id': None, 'name': 'The Sportsrush'}",Tejas Venkatesh,"""That's Dave From Wendy's"": Lewis Hamilton and Max Verstappen Miserably Get Misidentified by American Comedian Who Came To Watch NASCAR - The Sportsrush",American comedian John Crist gives hilarious replies after he fails to recognise F1 drivers like Lewis Hamilton and others.,https://thesportsrush.com/f1-news-thats-dave-from-wendys-lewis-hamilton-and-max-verstappen-miserably-get-misidentified-by-american-comedian-who-came-to-watch-nascar/,https://cdn-wp.thesportsrush.com/2023/05/6b7ffe23-a-75.jpg,2023-05-29T18:32:43Z,"American comedian John Crist caught the attention of motorsports fans for misidentifying F1 world champions. Crist was shown some of F1s most famous drivers including Lewis Hamilton, Max Verstappen, â€¦ [+2430 chars]",sports,in
,,,"{'id': None, 'name': 'YouTube'}",,'INCREDIBLE achievement' How does Harry Kane's 30 goals compare to Erling Haaland's 36? | ESPN FC - ESPN UK,ESPN FC's Gab Marcotti and Julien Laurens (The Gab & Juls Show) look back at Tottenham's 4-1 win at Leeds that ends another season without trophies for the N...,https://www.youtube.com/watch?v=o5gmTWmX33o,https://i.ytimg.com/vi/o5gmTWmX33o/maxresdefault.jpg,2023-05-29T18:15:02Z,,sports,in
,,,"{'id': None, 'name': 'The Sportsrush'}",Sabyasachi Biswas,Max Verstappen and Kelly Piquetâ€™s â€˜Cold Shoulderedâ€™ Monaco GP Win Celebration Sparks Breakup Rumors - The Sportsrush,"Red Bull star Max Verstappen and his Monaco GP behavior toward partner Kelly Piquet sparked a break-up rumor, yet again.",https://thesportsrush.com/f1-news-max-verstappen-and-kelly-piquets-cold-shouldered-monaco-gp-win-celebration-sparks-breakup-rumors/,https://cdn-wp.thesportsrush.com/2023/05/84b5c5a8-untitled-design-2023-05-29t221141.229.jpg,2023-05-29T17:02:16Z,"Max Verstappen and Kelly Piquets recent antic after the conclusion of the 2023 Monaco Grand Prix sparked breakup rumors. The pair who are often into public display of affection, have walked the otherâ€¦ [+2215 chars]",sports,in
,,,"{'id': None, 'name': 'The Sportsrush'}",Sabyasachi Biswas,Fernando Alonso Gets Big Boost Against Max Verstappen As â€˜Abnormal Conditionsâ€™ Predicted for Spanish Grand Prix - The Sportsrush,Aston Martin star Fernando Alonso receives huge impetus against reigning world champion Max Verstappen at his own backyard in Spain.,https://thesportsrush.com/f1-news-fernando-alonso-gets-big-boost-against-max-verstappen-as-abnormal-conditions-predicted-for-spanish-grand-prix/,https://cdn-wp.thesportsrush.com/2023/05/1e676aee-untitled-design-2023-05-29t211635.277.jpg,2023-05-29T16:32:09Z,"As per recent developments, Fernando Alonso has received a huge boost ahead of the 2023 F1 Spanish Grand Prix. Alonso, who is pushing hard for his 33rd race win for a decade now, might just pick the â€¦ [+2543 chars]",sports,in
,,,"{'id': None, 'name': 'The Sportsrush'}",Sabyasachi Biswas,"Max Verstappen Invites Fernando Alonso to His $16,000,000 House To Have a Quick Solution to Spaniardâ€™s New Found Obsession - The Sportsrush",Max Verstappen has recently invited fellow two-time world champion Fernando Alonso to his $16 million home for the post-retirement plan.,https://thesportsrush.com/f1-news-max-verstappen-invites-fernando-alonso-to-his-16000000-house-to-have-a-quick-solution-to-spaniards-new-found-obsession/,https://cdn-wp.thesportsrush.com/2023/05/427a68b3-id-2023-05-29t175849.832.jpg,2023-05-29T12:30:55Z,"Fernando Alonso has a newfound love for flowers. As the Aston Martin star was seen gardening flowers in Miami, Max Verstappen gave him an idea involving his $16,000,000 home in Monaco that could convâ€¦ [+2542 chars]",sports,in
,,,"{'id': None, 'name': 'Sportskeeda'}",Samarjit Paul,Free Fire OB40 update download size for Android and iOS (MAX version) - Sportskeeda,"Following the massive success of the OB39 patch in Free Fire MAX, Garena has given a green signal for the release of the latest OB40 patch.",https://www.sportskeeda.com/free-fire/free-fire-ob40-update-download-size-android-ios-max-version,https://staticc.sportskeeda.com/editor/2023/05/18f7d-16855264675384-1920.jpg,2023-05-31T10:14:28Z,"Following the massive success of the OB39 patch in Free Fire MAX, Garena has given a green signal for the release of the latest OB40 patch. Mobile gamers using Android and iOS devices can easily naviâ€¦ [+2518 chars]",technology,in
,,,"{'id': None, 'name': 'Forbes'}","Sai Balasubramanian, M.D., J.D.",Microsoft Has Launched â€œJugalbandiâ€â€”A New Generative AI App for India - Forbes,"India, home to more than 1.4 billion people, is an incredibly ripe market for digital and AI-based innovation.",https://www.forbes.com/sites/saibala/2023/05/31/microsoft-has-launched-jugalbandi-a-new-generative-ai-app-for-india/,"https://imageio.forbes.com/specials-images/imageserve/647692b499b4c7cc39569957/0x0.jpg?format=jpg&crop=5698,3202,x570,y232,safe&width=1200",2023-05-31T10:00:00Z,"Microsoft has been relentless with its efforts in the artificial intelligence (AI) space, especially with the growing buzz around generative AI and all of the incredible potential this technology entâ€¦ [+5035 chars]",technology,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,"Malware alert! Indian researchers uncover DogeRAT campaign spreading through fake Netflix, how to protect your device | Mint - Mint","Indian researchers have discovered a remote access trojan (RAT) called DogeRAT being circulated through fake Android apps distributed via social media platforms. The malware, which disguises itself as legitimate apps including Netflix and YouTube, gives hackeâ€¦",https://www.livemint.com/technology/tech-news/malware-alert-indian-researchers-uncover-dogerat-campaign-spreading-through-fake-netflix-how-to-protect-your-device-11685524973204.html,https://www.livemint.com/lm-img/img/2023/05/31/600x338/83dd4898-eb08-11eb-8609-f87777eb8a7e_1626980472816_1685525660202.jpg,2023-05-31T09:34:58Z,"YouTube, Netflix, Instagram, Opera Mini, and other popular social media apps are being exploited by cyber hackers to distribute a sophisticated malware campaign known as DogeRAT (Remote Access Trojanâ€¦ [+4086 chars]",technology,in
,,,"{'id': None, 'name': 'Sportskeeda'}",Nidesh Acharya,How to get UC in BGMI: Free and paid methods to top-up in BGMI - Sportskeeda,"BGMI has over 50 million downloads from the Play Store since its unban in India on May 29, 2023. It is a battle royale game developed by Krafton exclusively for Indian gamers.",https://www.sportskeeda.com/bgmi/how-get-uc-bgmi-free-paid-methods-top-up-bgmi,https://staticc.sportskeeda.com/editor/2023/05/89c18-16855216878601-1920.jpg,2023-05-31T09:27:08Z,"BGMI has over 50 million downloads from the Play Store since its unban in India on May 29, 2023. It is a battle royale game developed by Krafton exclusively for Indian gamers. The title features two â€¦ [+3451 chars]",technology,in
,,,"{'id': None, 'name': 'Jagran.com'}",Ashish Singh,"Xiaomi Extends Warranty For Older Phones For Up To 2 Years; Check Full List, Parts Covered Here - Jagran English",Xiaomi has reportedly extended the warranty for old phones by up to 2 years for the users who have issues with their cameras or motherbaords,https://english.jagran.com/technology/xiaomi-extends-warranty-for-older-phones-for-up-to-2-years-check-full-list-parts-covered-here-10080492,https://imgeng.jagran.com/images/2023/may/Xiaomi India1685525138072.jpg,2023-05-31T09:22:00Z,"Xiaomi, a renowned Chinese smartphone company, has announced that the warranty on select phones has been extended by two years. Taking to Discord, an instant messaging social platform, the business râ€¦ [+1862 chars]",technology,in
,,,"{'id': None, 'name': 'Sportskeeda'}",Mridul Dutta,5 of the best GTA RP clips of all time (and what server did they use) - Sportskeeda,"GTA RP gameplay is among the most popular ways to enjoy Grand Theft Auto 5 in 2023. Although numerous servers have multiple players, many have yet to experience the roleplaying aspect.",https://www.sportskeeda.com/gta/5-best-gta-rp-clips-time-and-server-use,https://staticc.sportskeeda.com/editor/2023/05/69af9-16855223179045-1920.jpg,2023-05-31T09:19:00Z,"GTA RP gameplay is among the most popular ways to enjoy Grand Theft Auto 5 in 2023. Although numerous servers have multiple players, many have yet to experience the roleplaying aspect. These players â€¦ [+3685 chars]",technology,in
,,,"{'id': None, 'name': 'Zee Business'}",PTI,Alexa can no longer talk like Amitabh Bachchan - Zee Business,Customers who previously purchased this experience will continue to have access for one year from the date of purchase.,https://www.zeebiz.com/companies/news-Alexa-can-no-longer-talk-like-Amitabh-Bachchan,https://cdn.zeebiz.com/sites/default/files/2023/05/31/245216-screenshot-2023-05-31-145537.png,2023-05-31T09:18:49Z,"Amazon has confirmed the discontinuation of the celebrity voices feature on Alexa, meaning voices of celebrities like megastar Amitabh Bachchan, American actor Samuel L. Jackson, American former profâ€¦ [+1222 chars]",technology,in
,,,"{'id': None, 'name': 'Sparrowsnews.com'}",Kamlesh Bhati,Vivo S17 Series. Unveiled With Innovative Particle Ink Technology And Powerful Cameras | SPARROWS NEWS - Sparrows News,"Overall, the Vivo S17 Series offers a range of impressive features, including innovative design, powerful cameras, high-quality displays, and fast charging",https://sparrowsnews.com/2023/05/31/vivo-s17-series-official-now/,https://i0.wp.com/sparrowsnews.com/wp-content/uploads/2023/05/wp-1685524376639.jpg,2023-05-31T09:17:44Z,"Vivo has just unveiled its new S17 Series in a product launch event, showcasing the S17 and S17 Pro models. One of the standout features of this series is the rear shell design, which introduces Vivoâ€¦ [+2133 chars]",technology,in
,,,"{'id': None, 'name': 'Counterpointresearch.com'}",,BoM Analysis: Samsung Galaxy S23 Ultra Costs $469 to Make - Counterpoint Research,"Producing a Galaxy S23 Ultra variant costs Samsung around $469, according to the bill of materials analysis by Counterpointâ€™s component research service.",https://www.counterpointresearch.com/bom-analysis-samsung-galaxy-s23-ultra-costs-469-make/,https://www.counterpointresearch.com/wp-content/uploads/2023/05/S23-Cover-image-e1685524218493.jpg,2023-05-31T09:14:40Z,"<ul><li>Qualcomm takes the top spot in terms of cost contribution, accounting for over 34% of the models BoM cost.</li><li>Qualcomm and Samsung combined contribute more than 65% of the component costâ€¦ [+2735 chars]",technology,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,India's Asmi Jain wins Apple Swift Student challenge with healthcare app - HT Tech,"Apple has announced the winners of its Swift Student challenge. Among the winners, Asmi Jain from India has built a healthcare app that can help users strengthen their eye muscles.",https://tech.hindustantimes.com/tech/news/indias-asmi-jain-wins-apple-swift-student-challenge-with-healthcare-app-71685521964765.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/WWDC_swift_challenge_1685523072440_1685523080743.jpg,2023-05-31T08:53:36Z,"As part of Apple's yearly tradition, during its Worldwide Developers Conference (WWDC), it issues a challenge to students across the globe to create an original app playground using the Swift coding â€¦ [+1938 chars]",technology,in
,,,"{'id': None, 'name': 'Beebom'}",Upanishad Sharma,How to Turn on Google AI Generative Search Right Now - Beebom,Google's AI Generative Search Experience is an amazing yet scary feature. Learn how to turn on and use the Google Search AI right now.,http://beebom.com/how-turn-on-google-ai-search/,https://beebom.com/wp-content/uploads/2023/05/how-to-use-Google-search-AI-generative-AI.png,2023-05-31T08:49:53Z,"If you saw the Google I/O 2023 conference, you will remember a flurry of AI-related announcements that shook everyone. However, amid all the reveals like the PaLM 2 LLM and the updated Google Bard thâ€¦ [+2740 chars]",technology,in
,,,"{'id': None, 'name': 'GSMArena.com'}",Yordan,Gurman: Several new Macs coming at WWDC next week - GSMArena.com news - GSMArena.com,"We could see Apple Mac Pro 2 on stage. Apple will host its annual developerâ€™s conference WWDC starting June 5. According to Mark Gurman, Chief...",https://www.gsmarena.com/gurman_several_new_macs_will_arrive_at_wwdc_next_week-news-58727.php,https://fdn.gsmarena.com/imgroot/news/23/01/macbook-pro-mac-mini-prices/-952x498w6/gsmarena_0000.jpg,2023-05-31T08:16:01Z,"Apple will host its annual developers conference WWDC starting June 5. According to Mark Gurman, Chief Correspondent for Bloomberg on everything Apple, we will see the AR/VR headset, as well as the nâ€¦ [+1067 chars]",technology,in
,,,"{'id': None, 'name': 'News18'}",S Aadeetya,WhatsApp Companion Mode Now Allows Four iPhones To Be Linked To One Account - News18,The messaging app lets you use the same WhatsApp account on up to four iPhones with all the chats seamlessly transferred.,https://www.news18.com/tech/whatsapp-companion-mode-now-allows-four-iphones-to-be-linked-to-one-account-7963945.html,https://images.news18.com/ibnlive/uploads/2023/04/untitled-design-2023-03-19t093959.850-168040935516x9.jpg,2023-05-31T07:39:28Z,"WhatsApp is rolling out the features in a jiffy. After offering its companion mode for Android users last month, the messaging app is bringing the feature for iPhone users this week. Companion Mode aâ€¦ [+1569 chars]",technology,in
,,,"{'id': None, 'name': 'NDTV News'}",,"Mixed Reality: With Buzz Around New Apple Product, Here's Everything About The Technology - NDTV",Mixed reality is the next wave in computing that blends physical and digital worlds.,https://www.ndtv.com/science/mixed-reality-with-buzz-around-new-apple-product-heres-everything-about-the-technology-4081387,https://c.ndtvimg.com/2019-05/k2q7bkv4_volvo-cars-and-varjo-launch-mixed-reality-application-for-car-development_625x300_30_May_19.jpg,2023-05-31T07:38:53Z,"Mixed reality combines both Augmented Reality and Virtual Reality.
Tech giant Apple is expected to unveil its long-awaited mixed reality headsets at its annual Worldwide Developers Conference (WWDC)â€¦ [+2704 chars]",technology,in
,,,"{'id': None, 'name': 'Help Net Security'}",Zeljka Zorz,"Kali Linux 2023.2 released: New tools, a pre-built Hyper-V image, a new audio stack, and more! - Help Net Security - Help Net Security","Offensive Security has released Kali Linux 2023.2, the latest version of its popular penetration testing and digital forensics platform.",https://www.helpnetsecurity.com/2023/05/31/kali-linux-2023-2-released/,https://img.helpnetsecurity.com/wp-content/uploads/2023/05/31081853/kali-linux-2023.jpg,2023-05-31T07:06:12Z,"Offensive Security has released Kali Linux 2023.2, the latest version of its popular penetration testing and digital forensics platform.
New tools in Kali Linux 2023.2
Aside from updates for existiâ€¦ [+2111 chars]",technology,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Apple Music Classical now available for free on Google Play Store - The Indian Express,,https://indianexpress.com/article/technology/tech-news-technology/apple-music-classical-now-available-for-free-on-google-play-store-8638129/,,2023-05-31T06:46:42Z,,technology,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TIMESOFINDIA.COM,Realme 11 Pro series set to launch in India on June 8: Hereâ€™s what the smartphones will offer - Times of India,Realme is all set to launch its first 200MP camera smartphone in India. The company has confirmed the launch of the Realme 11 Pro series next week. Th,https://timesofindia.indiatimes.com/gadgets-news/realme-11-pro-series-set-to-launch-in-india-on-june-8-heres-what-the-smartphones-will-offer/articleshow/100641958.cms,"https://static.toiimg.com/thumb/msid-100641941,width-1070,height-580,imgsize-722336,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-31T06:38:00Z,"Games coming to PC, PlayStation, Xbox in June 2023",technology,in
,,,"{'id': None, 'name': 'YouTube'}",,Google Pixel 7a Impressions | Tensor G2 | 64MP Camera | Business Insider India - Business Insider India,A bit late to the party but Dhruv Mohan got a chance to test out the new Google Pixel 7a! It features a 6.1-inch OLED display with a max refresh rate of 90Hz...,https://www.youtube.com/watch?v=4Q7rhjKwDok,https://i.ytimg.com/vi/4Q7rhjKwDok/maxresdefault.jpg,2023-05-31T06:30:00Z,,technology,in
,,,"{'id': None, 'name': 'Bqprime.com'}",Aditi Shah,"Samsung Galaxy F54 5G: Launch Date, Expected Price, Features, And Other Key Details - BQ Prime","Interested individuals who pre-reserve the smartphone can avail benefits of Rs 2,000 when it goes up for pre-order.",https://www.bqprime.com/technology/samsung-galaxy-f54-5g-launch-date-expected-price-features-and-other-key-details-bqc,https://gumlet.assettype.com/bloombergquint%2F2023-05%2F0c075d4e-0581-4269-968d-37962d4c7b22%2FWhatsApp_Image_2023_05_31_at_11_07_07.jpeg?w=1200&auto=format%2Ccompress&ogImage=true,2023-05-31T06:09:14Z,"As per media reports and leaks, this upcoming 5G smartphone will come with a 108-megapixel camera. Samsung has also teased many of the camera features on its website like 'Nightphotography', 'Astrolaâ€¦ [+336 chars]",technology,in
,,,"{'id': None, 'name': 'India.com'}",Reema Sharma,"Gaming Enthusiast? You Can Earn Rs 10 Lakh In Six Months, Here`s How To Apply For iQoo Chief Gaming Officer... - Zee News",Consumer electronics manufacturer iQOO is looking for gaming enthusiasts who will work with the company as its Chief Gaming Officer (CGO). The CGO for iQOO would receive a salary of Rs 10 lakh over the course of six months. iQoos latest offer is available forâ€¦,https://zeenews.india.com/technology/gaming-enthusiast-you-can-earn-rs-10-lakh-in-six-months-heres-how-to-apply-for-iqoo-chief-gaming-officer-contest-2615937.html,https://english.cdn.zeenews.com/sites/default/files/2023/05/31/1210634-iqoogamingofficer.jpg,2023-05-31T06:01:19Z,New Delhi: Consumer electronics manufacturer iQOO is looking for gaming enthusiasts who will work with the company as its Chief Gaming Officer (CGO). The CGO for iQOO would receive a salary of Rs 10 â€¦ [+1320 chars],technology,in
,,,"{'id': None, 'name': 'Hindustan Times'}",Vishal Mathur,Motorola Edge 40 emphatically sets a new mid-range Android phone benchmark - Hindustan Times,"It feels like close to perfect pricing, yet the Motorola Edge 40 adds to the perception of value with multiple segment firsts that positively impact performance and usability",https://www.hindustantimes.com/business/motorola-edge-40-review-a-serious-contender-with-segment-firsts-and-impressive-camera-display-and-battery-life-at-29999-101685510221835.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/The-Edge-40-is-the-first-phone-in-the-world-to-be-_1685510213732.jpg,2023-05-31T05:17:01Z,"This is where things start to get a bit serious. Alternative flagship phone, as a category. Well, almost, very serious. Expectations are high, also because this is where the monetary outlay starts toâ€¦ [+5753 chars]",technology,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT News Desk,"Apple announces closure of My Photo Stream, service to end on July 26 - Hindustan Times","The tech giant has recommended its iCloud Photos feature as the â€˜best wayâ€™ to save photos and videos on Apple devices, moving forward.",https://www.hindustantimes.com/technology/apple-announces-closure-of-my-photo-stream-service-to-end-on-july-26-101685505275079.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/APPLE-INDIA-FOXLINK-0_1678850330131_1678850330131_1685505297790.JPG,2023-05-31T04:39:35Z,"Apple has announced the closure of My Photo Stream, a free in-house feature that syncs up to 1,000 images from the previous 30 days between Apple devices.
Representational Image(Reuters)
Making an â€¦ [+1587 chars]",technology,in
,,,"{'id': None, 'name': 'Eetindia.co.in'}",Synopsys Inc.,Synopsys and Arm Strengthen Collaboration to Accelerate Next-Gen Mobile SoC Designs - EE Times India,Synopsys has strengthened its AI-enhanced design collaboration with Arm as the company announces Arm Total Compute Solutions 2023 platform at COMPUTEX 2023.,https://www.eetindia.co.in/synopsys-and-arm-strengthen-collaboration-to-accelerate-next-gen-mobile-soc-designs/,https://www.eetindia.co.in/wp-content/uploads/sites/4/2023/05/Synopsys_Arm_COMPUTEX-2023.jpg,2023-05-31T04:23:11Z,,technology,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,Apple unveils animated AR Easter egg with bubble-themed logo for WWDC 2023 | Mint - Mint,"Apple releases annual AR experience easter egg ahead of WWDC keynote event featuring a bubble-inspired theme with the Apple logo and date of June 5, 2023. WWDC event to unveil updates for various Apple products and potentially the AR/VR headset.",https://www.livemint.com/technology/apple-unveils-animated-ar-easter-egg-with-bubble-themed-logo-for-wwdc-2023-11685506175241.html,https://www.livemint.com/lm-img/img/2023/05/31/600x338/apple_logo_1685506639177_1685506649900.png,2023-05-31T04:18:15Z,"Apple has released its annual ""AR experience"" easter egg ahead of the WWDC keynote event scheduled for Monday, June 5. This year, Apple's WWDC 2023 imagery features a captivating bubble-inspired themâ€¦ [+1992 chars]",technology,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,"Quordle 492 answer for May 31: Easier than yesterday! Check Quordle hints, clues, solutions - HT Tech","Quordle 492 answer for May 31: Todayâ€™s puzzle should be a piece of cake as long as you check these Quordle hints, clues and solutions.",https://tech.hindustantimes.com/how-to/quordle-492-answer-for-may-31-easier-than-yesterday-check-quordle-hints-clues-solutions-71685502247262.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/quordle_pic_play_store_1674349468315_1685502311160.jpg,2023-05-31T03:17:27Z,"Quordle 492 answer for May 31: After the tricky puzzles in the last few days, we finally have a puzzle that is as average as it gets. The puzzle is still challenging, given that you need to solve fouâ€¦ [+1822 chars]",technology,in
